filename,width,height,class,xmin,ymin,xmax,ymax
01KYO1.jpg,558,313,cheese,205,42,321,264
02DUZZK.jpg,558,313,white_bread,117,52,248,120
02DUZZK.jpg,558,313,egg,274,29,338,100
02DUZZK.jpg,558,313,potato,404,31,465,103
02DUZZK.jpg,558,313,tomato,374,105,456,179
02DUZZK.jpg,558,313,potato,496,106,558,173
02DUZZK.jpg,558,313,white_bread,492,191,558,274
02DUZZK.jpg,558,313,spaghetti,57,204,456,283
071RP5.jpg,558,313,potato,144,42,347,243
09GEKY.jpg,558,313,white_bread,63,53,311,227
0AN84E.jpg,558,313,potato,101,117,187,216
0AN84E.jpg,558,313,potato,312,105,405,199
0AN84E.jpg,558,313,potato,148,1,231,76
0BI44B.jpg,558,313,potato,123,26,304,188
0BJWYY.jpg,558,313,cheese,206,113,414,221
0BZWF5F.jpg,558,313,milk,63,104,354,236
0FWJ3E.jpg,558,313,tomato,114,77,222,178
0FWJ3E.jpg,558,313,tomato,272,76,366,168
0FWJ3E.jpg,558,313,tomato,203,189,316,298
0GN1CTX.jpg,558,313,white_bread,66,25,185,107
0GN1CTX.jpg,558,313,egg,219,18,282,93
0GN1CTX.jpg,558,313,potato,336,25,412,100
0GN1CTX.jpg,558,313,white_bread,469,35,558,147
0GN1CTX.jpg,558,313,white_bread,372,200,509,313
0GN1CTX.jpg,558,313,potato,399,138,492,193
0GN1CTX.jpg,558,313,tomato,291,125,369,196
0GN1CTX.jpg,558,313,spaghetti,12,199,350,284
0GOSD7.jpg,558,313,cucumber,91,89,432,211
0HH632.jpg,558,313,carrot,145,1,480,87
0HH632.jpg,558,313,carrot,141,147,422,235
0I1H3X.jpg,558,313,tomato,131,54,284,200
0LR3YPQ.jpg,558,313,rice,117,75,375,253
0OYWF7.jpg,558,418,white_bread,256,238,438,372
0OYWF7.jpg,558,418,chicken_fillet,323,1,456,210
0OYWF7.jpg,558,418,cucumber,171,70,271,274
0OYWF7.jpg,558,418,chicken_fillet,132,1,237,77
0OYWF7.jpg,558,418,potato,1,1,87,75
0OYWF7.jpg,558,418,pepper,1,66,81,185
0OYWF7.jpg,558,418,pepper,1,222,116,393
0PA7J2.jpg,558,313,onion,146,10,284,143
0PA7J2.jpg,558,313,onion,192,180,357,296
0QCHMG5.jpg,558,744,rice,157,228,430,584
0QYTLBO.jpg,558,313,spaghetti,18,66,475,246
0TLLF2.jpg,558,313,cheese,109,143,365,283
0U4CK9.jpg,558,313,champignon,152,122,360,313
102PN7.jpg,558,313,white_bread,186,38,375,217
102PN7.jpg,558,313,white_bread,1,1,71,140
10YEPE.jpg,558,313,egg,121,153,164,190
11ZZ1KZ.jpg,558,313,white_bread,43,23,184,106
11ZZ1KZ.jpg,558,313,egg,196,14,265,94
11ZZ1KZ.jpg,558,313,potato,325,24,386,104
11ZZ1KZ.jpg,558,313,potato,391,129,467,195
11ZZ1KZ.jpg,558,313,white_bread,452,37,558,144
11ZZ1KZ.jpg,558,313,white_bread,364,208,470,307
11ZZ1KZ.jpg,558,313,tomato,273,116,350,193
11ZZ1KZ.jpg,558,313,spaghetti,1,199,325,282
12DAII.jpg,558,418,tomato,66,123,136,183
12DAII.jpg,558,418,tomato,158,73,225,137
12DAII.jpg,558,418,tomato,281,97,339,155
12DAII.jpg,558,418,chicken_fillet,96,197,260,278
12DAII.jpg,558,418,chicken_fillet,97,298,264,386
12DAII.jpg,558,418,cheese,395,109,467,233
12DAII.jpg,558,418,egg,171,1,230,36
12DAII.jpg,558,418,potato,344,1,397,44
12DAII.jpg,558,418,cucumber,8,1,57,56
12DAII.jpg,558,418,cucumber,40,2,122,67
16OFKP.jpg,558,313,cucumber,207,59,387,128
16OFKP.jpg,558,313,cucumber,91,178,255,238
17CDFD.jpg,558,313,pepper,262,87,371,231
17CDFD.jpg,558,313,pepper,104,2,229,102
182XD4.jpg,558,313,white_bread,183,94,411,260
19TYUY.jpg,558,313,champignon,215,10,289,80
19TYUY.jpg,558,313,champignon,348,129,434,214
19TYUY.jpg,558,313,champignon,90,76,172,153
19UCSGL.jpg,558,313,milk,116,2,284,151
19UCSGL.jpg,558,313,egg,233,154,308,215
19UCSGL.jpg,558,313,onion,1,155,84,250
19UCSGL.jpg,558,313,carrot,10,255,106,313
19UOFSH.jpg,558,313,onion,30,18,122,97
19UOFSH.jpg,558,313,rice,179,78,305,156
19UOFSH.jpg,558,313,egg,348,35,403,89
19UOFSH.jpg,558,313,egg,337,99,398,158
19UOFSH.jpg,558,313,carrot,56,193,334,248
1FCZJAT.jpg,558,744,milk,22,190,128,347
1FCZJAT.jpg,558,744,pepper,172,277,327,449
1FCZJAT.jpg,558,744,spaghetti,96,459,318,554
1GP4LM.jpg,558,313,potato,140,115,346,313
1GP4LM.jpg,558,313,potato,1,183,76,313
1GP4LM.jpg,558,313,potato,1,1,128,108
1IS5M0A.jpg,558,313,milk,98,102,477,235
1JG79V.jpg,558,313,chicken_fillet,81,63,361,199
1JG79V.jpg,558,313,chicken_fillet,104,229,375,312
1L9ZCF.jpg,558,313,white_bread,239,117,357,310
1L9ZCF.jpg,558,313,white_bread,104,171,183,313
1LC8YI.jpg,558,313,tomato,158,50,249,140
1LC8YI.jpg,558,313,tomato,281,22,374,115
1LC8YI.jpg,558,313,tomato,121,185,233,297
1M7FTO.jpg,558,313,onion,137,92,354,272
1M7JPF.jpg,558,313,carrot,320,31,465,67
1M7JPF.jpg,558,313,carrot,352,97,474,131
1M7JPF.jpg,558,313,potato,401,145,435,185
1M7JPF.jpg,558,313,egg,339,132,376,168
